country,region,year,earthquakeDeaths
Romania,Europe,1979,0
Russia,Europe,1979,0
Rwanda,Africa,1979,0
Slovenia,Europe,1979,0
Solomon Islands,Asia,1979,0
South Africa,Africa,1979,0
Spain,Europe,1979,0
St. Lucia,Americas,1979,0
Sudan,Africa,1979,0
Tajikistan,Asia,1979,0
Tanzania,Africa,1979,0
Thailand,Asia,1979,0
Tonga,Asia,1979,0
Trinidad and Tobago,Americas,1979,0
Turkey,Europe,1979,0
Turkmenistan,Asia,1979,0
Uganda,Africa,1979,0
United Kingdom,Europe,1979,0
United States,Americas,1979,0
Uzbekistan,Asia,1979,0
Vanuatu,Asia,1979,0
Venezuela,Americas,1979,0
Yemen,Asia,1979,0
Afghanistan,Asia,1980,0
Albania,Europe,1980,0
Algeria,Africa,1980,2640
Argentina,Americas,1980,0
Armenia,Europe,1980,0
Australia,Asia,1980,0
Austria,Europe,1980,0
Azerbaijan,Europe,1980,0
Bangladesh,Asia,1980,0
Barbados,Americas,1980,0
Belgium,Europe,1980,0
Bolivia,Americas,1980,0
Brazil,Americas,1980,0
Bulgaria,Europe,1980,0
Burundi,Africa,1980,0
Chile,Americas,1980,0
China,Asia,1980,0
Colombia,Americas,1980,0
"Congo, Dem. Rep.",Africa,1980,0
"Congo, Rep.",Africa,1980,0
Costa Rica,Americas,1980,0
Croatia,Europe,1980,0
Cuba,Americas,1980,0
Cyprus,Europe,1980,0
Dominica,Americas,1980,0
Dominican Republic,Americas,1980,0
Ecuador,Americas,1980,8
Egypt,Africa,1980,0
El Salvador,Americas,1980,0
Fiji,Asia,1980,0
Georgia,Europe,1980,0
Germany,Europe,1980,0
Greece,Europe,1980,1
Guatemala,Americas,1980,0
Guinea,Africa,1980,0
Honduras,Americas,1980,2
Iceland,Europe,1980,0
India,Asia,1980,13
Indonesia,Asia,1980,0
Iran,Asia,1980,50
Iraq,Asia,1980,0
Italy,Europe,1980,4690
Japan,Asia,1980,2
Kazakhstan,Asia,1980,0
Kenya,Africa,1980,0
Kyrgyz Republic,Asia,1980,0
Malawi,Africa,1980,0
Mexico,Americas,1980,67
Morocco,Africa,1980,0
Mozambique,Africa,1980,0
Myanmar,Asia,1980,0
Nepal,Asia,1980,100
Netherlands,Europe,1980,0
New Zealand,Asia,1980,0
Nicaragua,Americas,1980,0
North Korea,Asia,1980,0
Pakistan,Asia,1980,0
Panama,Americas,1980,0
Papua New Guinea,Asia,1980,0
Peru,Americas,1980,7
Philippines,Asia,1980,0
Poland,Europe,1980,0
Romania,Europe,1980,0
Russia,Europe,1980,0
Rwanda,Africa,1980,0
Slovenia,Europe,1980,0
Solomon Islands,Asia,1980,0
South Africa,Africa,1980,0
Spain,Europe,1980,0
St. Lucia,Americas,1980,0
Sudan,Africa,1980,0
Tajikistan,Asia,1980,0
Tanzania,Africa,1980,0
Thailand,Asia,1980,0
Tonga,Asia,1980,0
Trinidad and Tobago,Americas,1980,0
Turkey,Europe,1980,0
Turkmenistan,Asia,1980,0
Uganda,Africa,1980,0
United Kingdom,Europe,1980,0
United States,Americas,1980,0
Uzbekistan,Asia,1980,0
Vanuatu,Asia,1980,0
Venezuela,Americas,1980,0
Yemen,Asia,1980,0
Afghanistan,Asia,1981,0
Albania,Europe,1981,0
Algeria,Africa,1981,0
Argentina,Americas,1981,0
Armenia,Europe,1981,0
Australia,Asia,1981,0
Austria,Europe,1981,0
Azerbaijan,Europe,1981,0
Bangladesh,Asia,1981,0
Barbados,Americas,1981,0
Belgium,Europe,1981,0
Bolivia,Americas,1981,0
Brazil,Americas,1981,0
Bulgaria,Europe,1981,0
Burundi,Africa,1981,0
Chile,Americas,1981,0
China,Asia,1981,150
Colombia,Americas,1981,10
"Congo, Dem. Rep.",Africa,1981,0
"Congo, Rep.",Africa,1981,0
Costa Rica,Americas,1981,0
Croatia,Europe,1981,0
Cuba,Americas,1981,0
Cyprus,Europe,1981,0
Dominica,Americas,1981,0
Dominican Republic,Americas,1981,0
Ecuador,Americas,1981,0
Egypt,Africa,1981,0
El Salvador,Americas,1981,0
Fiji,Asia,1981,0
Georgia,Europe,1981,0
Germany,Europe,1981,0
Greece,Europe,1981,24
Guatemala,Americas,1981,0
Guinea,Africa,1981,0
Honduras,Americas,1981,0
Iceland,Europe,1981,0
India,Asia,1981,212
Indonesia,Asia,1981,306
Iran,Asia,1981,3200
Iraq,Asia,1981,0
Italy,Europe,1981,12
Japan,Asia,1981,0
Kazakhstan,Asia,1981,0
Kenya,Africa,1981,0
Kyrgyz Republic,Asia,1981,0
Malawi,Africa,1981,0
Mexico,Americas,1981,3
Morocco,Africa,1981,0
Mozambique,Africa,1981,0
Myanmar,Asia,1981,0
Nepal,Asia,1981,0
Netherlands,Europe,1981,0
New Zealand,Asia,1981,0
Nicaragua,Americas,1981,0
North Korea,Asia,1981,0
Pakistan,Asia,1981,256
Panama,Americas,1981,0
Papua New Guinea,Asia,1981,0
Peru,Americas,1981,18
Philippines,Asia,1981,0
Poland,Europe,1981,0
Romania,Europe,1981,0
Russia,Europe,1981,0
Rwanda,Africa,1981,0
Slovenia,Europe,1981,0
Solomon Islands,Asia,1981,0
South Africa,Africa,1981,0
Spain,Europe,1981,0
St. Lucia,Americas,1981,0
Sudan,Africa,1981,0
Tajikistan,Asia,1981,0
Tanzania,Africa,1981,0
Thailand,Asia,1981,0
Tonga,Asia,1981,0
Trinidad and Tobago,Americas,1981,0
Turkey,Europe,1981,0
Turkmenistan,Asia,1981,0
Uganda,Africa,1981,0
United Kingdom,Europe,1981,0
United States,Americas,1981,0
Uzbekistan,Asia,1981,0
Vanuatu,Asia,1981,0
Venezuela,Americas,1981,15
Yemen,Asia,1981,0
Afghanistan,Asia,1982,500
Albania,Europe,1982,1
Algeria,Africa,1982,0
Argentina,Americas,1982,0
Armenia,Europe,1982,0
Australia,Asia,1982,0
Austria,Europe,1982,0
Azerbaijan,Europe,1982,0
Bangladesh,Asia,1982,0
Barbados,Americas,1982,0
Belgium,Europe,1982,0
Bolivia,Americas,1982,20
Brazil,Americas,1982,0
Bulgaria,Europe,1982,0
Burundi,Africa,1982,0
Chile,Americas,1982,0
China,Asia,1982,10
Colombia,Americas,1982,0
"Congo, Dem. Rep.",Africa,1982,0
"Congo, Rep.",Africa,1982,0
Costa Rica,Americas,1982,0
Croatia,Europe,1982,0
Cuba,Americas,1982,0
Cyprus,Europe,1982,0
Dominica,Americas,1982,0
Dominican Republic,Americas,1982,0
Ecuador,Americas,1982,0
Egypt,Africa,1982,0
El Salvador,Americas,1982,20
Fiji,Asia,1982,0
Georgia,Europe,1982,0
Germany,Europe,1982,0
Greece,Europe,1982,0
Guatemala,Americas,1982,20
Guinea,Africa,1982,0
Honduras,Americas,1982,0
Iceland,Europe,1982,0
India,Asia,1982,0
Indonesia,Asia,1982,13
Iran,Asia,1982,0
Iraq,Asia,1982,0
Italy,Europe,1982,0
Japan,Asia,1982,0
Kazakhstan,Asia,1982,0
Kenya,Africa,1982,0
Kyrgyz Republic,Asia,1982,0
Malawi,Africa,1982,0
Mexico,Americas,1982,9
Morocco,Africa,1982,0
Mozambique,Africa,1982,0
Myanmar,Asia,1982,0
Nepal,Asia,1982,0
Netherlands,Europe,1982,0
New Zealand,Asia,1982,0
Nicaragua,Americas,1982,0
North Korea,Asia,1982,0
Pakistan,Asia,1982,0
Panama,Americas,1982,0
Papua New Guinea,Asia,1982,0
Peru,Americas,1982,3
Philippines,Asia,1982,0
Poland,Europe,1982,0
Romania,Europe,1982,0
Russia,Europe,1982,0
Rwanda,Africa,1982,0
Slovenia,Europe,1982,0
Solomon Islands,Asia,1982,0
South Africa,Africa,1982,17
Spain,Europe,1982,0
St. Lucia,Americas,1982,0
Sudan,Africa,1982,0
Tajikistan,Asia,1982,0
Tanzania,Africa,1982,0
Thailand,Asia,1982,0
Tonga,Asia,1982,0
Trinidad and Tobago,Americas,1982,0
Turkey,Europe,1982,0
Turkmenistan,Asia,1982,0
Uganda,Africa,1982,0
United Kingdom,Europe,1982,0
United States,Americas,1982,0
Uzbekistan,Asia,1982,0
Vanuatu,Asia,1982,0
Venezuela,Americas,1982,0
Yemen,Asia,1982,0
Afghanistan,Asia,1983,12
Albania,Europe,1983,0
Algeria,Africa,1983,0
Argentina,Americas,1983,0
Armenia,Europe,1983,0
Australia,Asia,1983,0
Austria,Europe,1983,0
Azerbaijan,Europe,1983,0
Bangladesh,Asia,1983,0
Barbados,Americas,1983,0
Belgium,Europe,1983,2
Bolivia,Americas,1983,0
Brazil,Americas,1983,0
Bulgaria,Europe,1983,0
Burundi,Africa,1983,0
Chile,Americas,1983,4
China,Asia,1983,34
Colombia,Americas,1983,250
"Congo, Dem. Rep.",Africa,1983,0
"Congo, Rep.",Africa,1983,0
Costa Rica,Americas,1983,12
Croatia,Europe,1983,0
Cuba,Americas,1983,0
Cyprus,Europe,1983,0
Dominica,Americas,1983,0
Dominican Republic,Americas,1983,0
Ecuador,Americas,1983,0
Egypt,Africa,1983,0
El Salvador,Americas,1983,0
Fiji,Asia,1983,0
Georgia,Europe,1983,0
Germany,Europe,1983,0
Greece,Europe,1983,0
Guatemala,Americas,1983,0
Guinea,Africa,1983,275
Honduras,Americas,1983,0
Iceland,Europe,1983,0
India,Asia,1983,0
Indonesia,Asia,1983,0
Iran,Asia,1983,33
Iraq,Asia,1983,0
Italy,Europe,1983,0
Japan,Asia,1983,103
Kazakhstan,Asia,1983,0
Kenya,Africa,1983,0
Kyrgyz Republic,Asia,1983,0
Malawi,Africa,1983,0
Mexico,Americas,1983,0
Morocco,Africa,1983,0
Mozambique,Africa,1983,0
Myanmar,Asia,1983,0
Nepal,Asia,1983,0
Netherlands,Europe,1983,0
New Zealand,Asia,1983,0
Nicaragua,Americas,1983,0
North Korea,Asia,1983,0
Pakistan,Asia,1983,24
Panama,Americas,1983,0
Papua New Guinea,Asia,1983,10
Peru,Americas,1983,10
Philippines,Asia,1983,19
Poland,Europe,1983,0
Romania,Europe,1983,0
Russia,Europe,1983,0
Rwanda,Africa,1983,0
Slovenia,Europe,1983,0
Solomon Islands,Asia,1983,0
South Africa,Africa,1983,0
Spain,Europe,1983,0
St. Lucia,Americas,1983,0
Sudan,Africa,1983,0
Tajikistan,Asia,1983,0
Tanzania,Africa,1983,0
Thailand,Asia,1983,0
Tonga,Asia,1983,0
Trinidad and Tobago,Americas,1983,0
Turkey,Europe,1983,1350
Turkmenistan,Asia,1983,0
Uganda,Africa,1983,0
United Kingdom,Europe,1983,0
United States,Americas,1983,2
Uzbekistan,Asia,1983,0
Vanuatu,Asia,1983,0
Venezuela,Americas,1983,0
Yemen,Asia,1983,0
Afghanistan,Asia,1984,1
Albania,Europe,1984,0
Algeria,Africa,1984,0
Argentina,Americas,1984,0
Armenia,Europe,1984,0
Australia,Asia,1984,0
Austria,Europe,1984,0
Azerbaijan,Europe,1984,0
Bangladesh,Asia,1984,0
Barbados,Americas,1984,0
Belgium,Europe,1984,0
Bolivia,Americas,1984,0
Brazil,Americas,1984,0
Bulgaria,Europe,1984,0
Burundi,Africa,1984,0
Chile,Americas,1984,0
China,Asia,1984,0
Colombia,Americas,1984,0
"Congo, Dem. Rep.",Africa,1984,0
"Congo, Rep.",Africa,1984,0
Costa Rica,Americas,1984,0
Croatia,Europe,1984,0
Cuba,Americas,1984,0
Cyprus,Europe,1984,0
Dominica,Americas,1984,0
Dominican Republic,Americas,1984,0
Ecuador,Americas,1984,0
Egypt,Africa,1984,0
El Salvador,Americas,1984,0
Fiji,Asia,1984,0
Georgia,Europe,1984,0
Germany,Europe,1984,0
Greece,Europe,1984,0
Guatemala,Americas,1984,0
Guinea,Africa,1984,0
Honduras,Americas,1984,0
Iceland,Europe,1984,0
India,Asia,1984,20
Indonesia,Asia,1984,2
Iran,Asia,1984,0
Iraq,Asia,1984,0
Italy,Europe,1984,4
Japan,Asia,1984,20
Kazakhstan,Asia,1984,0
Kenya,Africa,1984,0
Kyrgyz Republic,Asia,1984,0
Malawi,Africa,1984,0
Mexico,Americas,1984,0
Morocco,Africa,1984,0
Mozambique,Africa,1984,0
Myanmar,Asia,1984,0
Nepal,Asia,1984,0
Netherlands,Europe,1984,0
New Zealand,Asia,1984,0
Nicaragua,Americas,1984,0
North Korea,Asia,1984,0
Pakistan,Asia,1984,4
Panama,Americas,1984,0
Papua New Guinea,Asia,1984,0
Peru,Americas,1984,0
Philippines,Asia,1984,0
Poland,Europe,1984,0
Romania,Europe,1984,0
Russia,Europe,1984,0
Rwanda,Africa,1984,0
Slovenia,Europe,1984,0
Solomon Islands,Asia,1984,0
South Africa,Africa,1984,0
Spain,Europe,1984,0
St. Lucia,Americas,1984,0
Sudan,Africa,1984,0
Tajikistan,Asia,1984,0
Tanzania,Africa,1984,0
Thailand,Asia,1984,0
Tonga,Asia,1984,0
Trinidad and Tobago,Americas,1984,0
Turkey,Europe,1984,6
Turkmenistan,Asia,1984,0
Uganda,Africa,1984,0
United Kingdom,Europe,1984,0
United States,Americas,1984,0
Uzbekistan,Asia,1984,0
Vanuatu,Asia,1984,0
Venezuela,Americas,1984,0
Yemen,Asia,1984,0
Afghanistan,Asia,1985,0
Albania,Europe,1985,0
Algeria,Africa,1985,30
Argentina,Americas,1985,6
Armenia,Europe,1985,0
Australia,Asia,1985,0
Austria,Europe,1985,0
Azerbaijan,Europe,1985,0
Bangladesh,Asia,1985,0
Barbados,Americas,1985,0
Belgium,Europe,1985,0
Bolivia,Americas,1985,0
Brazil,Americas,1985,0
Bulgaria,Europe,1985,0
Burundi,Africa,1985,0
Chile,Americas,1985,180
China,Asia,1985,90
Colombia,Americas,1985,0
"Congo, Dem. Rep.",Africa,1985,0
"Congo, Rep.",Africa,1985,0
Costa Rica,Americas,1985,0
Croatia,Europe,1985,0
Cuba,Americas,1985,0
Cyprus,Europe,1985,0
Dominica,Americas,1985,0
Dominican Republic,Americas,1985,0
Ecuador,Americas,1985,0
Egypt,Africa,1985,0
El Salvador,Americas,1985,0
Fiji,Asia,1985,0
Georgia,Europe,1985,0
Germany,Europe,1985,0
Greece,Europe,1985,0
Guatemala,Americas,1985,0
Guinea,Africa,1985,0
Honduras,Americas,1985,0
Iceland,Europe,1985,0
India,Asia,1985,0
Indonesia,Asia,1985,10
Iran,Asia,1985,1
Iraq,Asia,1985,0
Italy,Europe,1985,0
Japan,Asia,1985,0
Kazakhstan,Asia,1985,0
Kenya,Africa,1985,0
Kyrgyz Republic,Asia,1985,0
Malawi,Africa,1985,0
Mexico,Americas,1985,9500
Morocco,Africa,1985,0
Mozambique,Africa,1985,0
Myanmar,Asia,1985,0
Nepal,Asia,1985,0
Netherlands,Europe,1985,0
New Zealand,Asia,1985,0
Nicaragua,Americas,1985,0
North Korea,Asia,1985,0
Pakistan,Asia,1985,5
Panama,Americas,1985,0
Papua New Guinea,Asia,1985,0
Peru,Americas,1985,0
Philippines,Asia,1985,2
Poland,Europe,1985,0
Romania,Europe,1985,0
Russia,Europe,1985,0
Rwanda,Africa,1985,0
Slovenia,Europe,1985,0
Solomon Islands,Asia,1985,0
South Africa,Africa,1985,0
Spain,Europe,1985,0
St. Lucia,Americas,1985,0
Sudan,Africa,1985,0
Tajikistan,Asia,1985,0
Tanzania,Africa,1985,0
Thailand,Asia,1985,0
Tonga,Asia,1985,0
Trinidad and Tobago,Americas,1985,0
Turkey,Europe,1985,0
Turkmenistan,Asia,1985,0
Uganda,Africa,1985,0
United Kingdom,Europe,1985,0
United States,Americas,1985,0
Uzbekistan,Asia,1985,0
Vanuatu,Asia,1985,0
Venezuela,Americas,1985,0
Yemen,Asia,1985,0
Afghanistan,Asia,1986,0
Albania,Europe,1986,0
Algeria,Africa,1986,0
Argentina,Americas,1986,0
Armenia,Europe,1986,0
Australia,Asia,1986,0
Austria,Europe,1986,0
Azerbaijan,Europe,1986,0
Bangladesh,Asia,1986,0
Barbados,Americas,1986,0
Belgium,Europe,1986,0
Bolivia,Americas,1986,0
Brazil,Americas,1986,1
Bulgaria,Europe,1986,3
Burundi,Africa,1986,0
Chile,Americas,1986,0
China,Asia,1986,0
Colombia,Americas,1986,0
"Congo, Dem. Rep.",Africa,1986,0
"Congo, Rep.",Africa,1986,0
Costa Rica,Americas,1986,0
Croatia,Europe,1986,0
Cuba,Americas,1986,0
Cyprus,Europe,1986,0
Dominica,Americas,1986,0
Dominican Republic,Americas,1986,0
Ecuador,Americas,1986,0
Egypt,Africa,1986,0
El Salvador,Americas,1986,1100
Fiji,Asia,1986,0
Georgia,Europe,1986,0
Germany,Europe,1986,0
Greece,Europe,1986,20
Guatemala,Americas,1986,0
Guinea,Africa,1986,0
Honduras,Americas,1986,0
Iceland,Europe,1986,0
India,Asia,1986,6
Indonesia,Asia,1986,0
Iran,Asia,1986,1
Iraq,Asia,1986,0
Italy,Europe,1986,0
Japan,Asia,1986,0
Kazakhstan,Asia,1986,0
Kenya,Africa,1986,0
Kyrgyz Republic,Asia,1986,0
Malawi,Africa,1986,0
Mexico,Americas,1986,0
Morocco,Africa,1986,0
Mozambique,Africa,1986,0
Myanmar,Asia,1986,0
Nepal,Asia,1986,0
Netherlands,Europe,1986,0
New Zealand,Asia,1986,0
Nicaragua,Americas,1986,0
North Korea,Asia,1986,0
Pakistan,Asia,1986,0
Panama,Americas,1986,0
Papua New Guinea,Asia,1986,0
Peru,Americas,1986,16
Philippines,Asia,1986,0
Poland,Europe,1986,0
Romania,Europe,1986,0
Russia,Europe,1986,0
Rwanda,Africa,1986,0
Slovenia,Europe,1986,0
Solomon Islands,Asia,1986,0
South Africa,Africa,1986,0
Spain,Europe,1986,0
St. Lucia,Americas,1986,0
Sudan,Africa,1986,0
Tajikistan,Asia,1986,0
Tanzania,Africa,1986,0
Thailand,Asia,1986,0
Tonga,Asia,1986,0
Trinidad and Tobago,Americas,1986,0
Turkey,Europe,1986,15
Turkmenistan,Asia,1986,0
Uganda,Africa,1986,0
United Kingdom,Europe,1986,0
United States,Americas,1986,0
Uzbekistan,Asia,1986,0
Vanuatu,Asia,1986,0
Venezuela,Americas,1986,3
Yemen,Asia,1986,0
Afghanistan,Asia,1987,0
Albania,Europe,1987,0
Algeria,Africa,1987,1
Argentina,Americas,1987,0
Armenia,Europe,1987,0
Australia,Asia,1987,0
Austria,Europe,1987,0
Azerbaijan,Europe,1987,0
Bangladesh,Asia,1987,0
Barbados,Americas,1987,0
Belgium,Europe,1987,0
Bolivia,Americas,1987,0
Brazil,Americas,1987,0
Bulgaria,Europe,1987,0
Burundi,Africa,1987,0
Chile,Americas,1987,5
China,Asia,1987,0
Colombia,Americas,1987,0
"Congo, Dem. Rep.",Africa,1987,0
"Congo, Rep.",Africa,1987,0
Costa Rica,Americas,1987,0
Croatia,Europe,1987,0
Cuba,Americas,1987,0
Cyprus,Europe,1987,0
Dominica,Americas,1987,0
Dominican Republic,Americas,1987,0
Ecuador,Americas,1987,5000
Egypt,Africa,1987,0
El Salvador,Americas,1987,0
Fiji,Asia,1987,0
Georgia,Europe,1987,0
Germany,Europe,1987,0
Greece,Europe,1987,0
Guatemala,Americas,1987,0
Guinea,Africa,1987,0
Honduras,Americas,1987,0
Iceland,Europe,1987,0
India,Asia,1987,0
Indonesia,Asia,1987,127
Iran,Asia,1987,2
Iraq,Asia,1987,0
Italy,Europe,1987,0
Japan,Asia,1987,2
Kazakhstan,Asia,1987,0
Kenya,Africa,1987,0
Kyrgyz Republic,Asia,1987,0
Malawi,Africa,1987,0
Mexico,Americas,1987,2
Morocco,Africa,1987,0
Mozambique,Africa,1987,0
Myanmar,Asia,1987,0
Nepal,Asia,1987,0
Netherlands,Europe,1987,0
New Zealand,Asia,1987,1
Nicaragua,Americas,1987,0
North Korea,Asia,1987,0
Pakistan,Asia,1987,0
Panama,Americas,1987,0
Papua New Guinea,Asia,1987,1
Peru,Americas,1987,0
Philippines,Asia,1987,0
Poland,Europe,1987,0
Romania,Europe,1987,0
Russia,Europe,1987,0
Rwanda,Africa,1987,0
Slovenia,Europe,1987,0
Solomon Islands,Asia,1987,0
South Africa,Africa,1987,9
Spain,Europe,1987,0
St. Lucia,Americas,1987,0
Sudan,Africa,1987,0
Tajikistan,Asia,1987,0
Tanzania,Africa,1987,0
Thailand,Asia,1987,0
Tonga,Asia,1987,0
Trinidad and Tobago,Americas,1987,0
Turkey,Europe,1987,0
Turkmenistan,Asia,1987,0
Uganda,Africa,1987,0
United Kingdom,Europe,1987,0
United States,Americas,1987,8
Uzbekistan,Asia,1987,0
Vanuatu,Asia,1987,0
Venezuela,Americas,1987,0
Yemen,Asia,1987,0
Afghanistan,Asia,1988,0
Albania,Europe,1988,0
Algeria,Africa,1988,0
Argentina,Americas,1988,0
Armenia,Europe,1988,0
Australia,Asia,1988,0
Austria,Europe,1988,0
Azerbaijan,Europe,1988,0
Bangladesh,Asia,1988,2
Barbados,Americas,1988,0
Belgium,Europe,1988,0
Bolivia,Americas,1988,0
Brazil,Americas,1988,0
Bulgaria,Europe,1988,0
Burundi,Africa,1988,0
Chile,Americas,1988,0
China,Asia,1988,939
Colombia,Americas,1988,0
"Congo, Dem. Rep.",Africa,1988,0
"Congo, Rep.",Africa,1988,0
Costa Rica,Americas,1988,0
Croatia,Europe,1988,0
Cuba,Americas,1988,0
Cyprus,Europe,1988,0
Dominica,Americas,1988,0
Dominican Republic,Americas,1988,0
Ecuador,Americas,1988,0
Egypt,Africa,1988,0
El Salvador,Americas,1988,0
Fiji,Asia,1988,0
Georgia,Europe,1988,0
Germany,Europe,1988,0
Greece,Europe,1988,0
Guatemala,Americas,1988,5
Guinea,Africa,1988,0
Honduras,Americas,1988,0
Iceland,Europe,1988,0
India,Asia,1988,384
Indonesia,Asia,1988,0
Iran,Asia,1988,1
Iraq,Asia,1988,0
Italy,Europe,1988,0
Japan,Asia,1988,0
Kazakhstan,Asia,1988,0
Kenya,Africa,1988,0
Kyrgyz Republic,Asia,1988,0
Malawi,Africa,1988,0
Mexico,Americas,1988,0
Morocco,Africa,1988,0
Mozambique,Africa,1988,0
Myanmar,Asia,1988,0
Nepal,Asia,1988,709
Netherlands,Europe,1988,0
New Zealand,Asia,1988,0
Nicaragua,Americas,1988,0
North Korea,Asia,1988,0
Pakistan,Asia,1988,0
Panama,Americas,1988,0
Papua New Guinea,Asia,1988,0
Peru,Americas,1988,0
Philippines,Asia,1988,0
Poland,Europe,1988,0
Romania,Europe,1988,0
Russia,Europe,1988,0
Rwanda,Africa,1988,0
Slovenia,Europe,1988,0
Solomon Islands,Asia,1988,1
South Africa,Africa,1988,8
Spain,Europe,1988,0
St. Lucia,Americas,1988,0
Sudan,Africa,1988,0
Tajikistan,Asia,1988,0
Tanzania,Africa,1988,0
Thailand,Asia,1988,0
Tonga,Asia,1988,0
Trinidad and Tobago,Americas,1988,0
Turkey,Europe,1988,0
Turkmenistan,Asia,1988,0
Uganda,Africa,1988,0
United Kingdom,Europe,1988,0
United States,Americas,1988,0
Uzbekistan,Asia,1988,0
Vanuatu,Asia,1988,0
Venezuela,Americas,1988,0
Yemen,Asia,1988,0
Afghanistan,Asia,1989,0
Albania,Europe,1989,0
Algeria,Africa,1989,22
Argentina,Americas,1989,0
Armenia,Europe,1989,0
Australia,Asia,1989,12
Austria,Europe,1989,0
Azerbaijan,Europe,1989,0
Bangladesh,Asia,1989,1
Barbados,Americas,1989,0
Belgium,Europe,1989,0
Bolivia,Americas,1989,0
Brazil,Americas,1989,0
Bulgaria,Europe,1989,0
Burundi,Africa,1989,0
Chile,Americas,1989,0
China,Asia,1989,42
Colombia,Americas,1989,0
"Congo, Dem. Rep.",Africa,1989,0
"Congo, Rep.",Africa,1989,0
Costa Rica,Americas,1989,0
Croatia,Europe,1989,0
Cuba,Americas,1989,0
Cyprus,Europe,1989,0
Dominica,Americas,1989,0
Dominican Republic,Americas,1989,0
Ecuador,Americas,1989,0
Egypt,Africa,1989,0
El Salvador,Americas,1989,0
Fiji,Asia,1989,0
Georgia,Europe,1989,0
Germany,Europe,1989,0
Greece,Europe,1989,0
Guatemala,Americas,1989,0
Guinea,Africa,1989,0
Honduras,Americas,1989,0
Iceland,Europe,1989,0
India,Asia,1989,0
Indonesia,Asia,1989,120
Iran,Asia,1989,100
Iraq,Asia,1989,0
